8,266
2,2
2,4
1,17
2,3
2,5
1,5
1,6
1,5
1,6
1,14
2,7
2,12
2,2
2,3
1,20
2,2
1,20
2,6
1,18
1,11
2,10
1,10
1,12
1,20
2,3
2,2
1,7
1,18
2,1
2,8
1,10
2,20
1,1
2,13
2,19
1,6
2,9
1,11
2,6
1,2
2,11
1,10
2,4
1,10
2,2
1,6
1,14
1,8
2,8
2,15
2,7
1,2
2,18
2,18
1,12
1,8
2,8
1,20
2,8
1,13
1,1
2,3
2,5
2,9
2,19
2,16
2,8
2,10
2,9
2,19
1,14
1,16
1,6
2,20
2,18
1,18
1,6
2,3
2,11
2,18
1,16
1,5
1,16
1,17
2,11
1,12
2,1
1,12
1,1
1,1
2,19
1,10
2,19
2,18
1,10
2,3
1,20
1,9
1,6
2,2
2,7
2,8
1,6
1,9
2,6
1,2
2,20
2,6
1,17
1,15
1,7
1,13
2,17
1,2
2,14
1,11
2,19
2,14
2,13
1,16
2,18
2,10
