7,191
1,8
2,14
2,7
1,7
2,4
1,14
2,12
1,14
2,17
1,18
1,8
1,6
1,5
1,16
1,2
2,14
2,7
1,12
2,17
1,8
1,15
1,17
1,3
2,14
2,15
1,3
1,1
2,3
2,15
2,15
2,6
2,2
2,3
1,14
1,13
1,1
1,12
1,14
1,20
2,20
1,16
2,2
2,11
2,14
2,19
1,14
2,8
1,13
1,17
1,2
1,16
1,1
2,6
1,3
1,15
1,2
1,18
1,2
2,17
1,7
2,3
2,16
1,1
1,19
2,4
2,7
1,4
1,9
2,8
2,1
1,18
2,1
1,1
2,15
2,14
1,7
1,10
1,12
1,9
1,17
1,1
2,6
1,3
1,3
1,20
2,1
1,17
1,12
2,9
2,16
2,3
1,19
1,10
1,9
1,11
1,18
1,10
1,11
1,6
2,16
2,6
1,19
1,13
2,2
1,11
2,2
1,19
1,13
2,20
1,1
1,20
1,4
2,3
1,11
1,19
2,3
1,1
2,15
2,14
2,19
2,8
2,9
