27,1254
2,6
2,15
1,15
1,6
2,8
1,14
1,16
2,10
2,8
1,10
1,1
1,17
2,6
1,14
1,10
1,10
2,15
2,8
1,12
1,20
1,8
1,13
1,6
2,16
2,12
2,2
2,16
2,6
2,20
1,7
1,11
1,2
1,4
2,13
1,18
1,20
1,11
2,1
1,18
2,19
2,3
1,20
2,16
1,18
1,15
1,13
1,9
1,8
1,2
1,14
2,1
1,13
1,19
2,13
1,2
1,14
1,20
1,9
1,16
2,20
1,9
2,1
1,12
2,8
1,20
1,8
2,15
1,9
2,19
1,4
2,4
1,1
2,16
2,10
1,13
1,17
1,13
2,16
2,11
2,9
2,9
1,2
1,13
2,17
2,14
2,5
1,13
1,11
2,4
1,12
1,9
2,6
2,4
2,5
2,13
2,12
1,11
2,20
2,14
1,11
2,14
1,6
2,8
1,16
1,7
2,5
2,2
2,7
1,19
2,20
1,14
2,7
1,10
1,20
2,5
1,2
1,13
2,17
1,5
2,15
1,17
1,20
