15,640
1,1
2,4
1,4
1,16
2,13
1,1
1,5
1,18
1,13
1,1
2,13
1,9
2,13
1,18
2,9
1,4
1,20
2,4
2,13
2,18
1,1
1,9
2,15
2,8
2,2
2,6
2,20
1,17
2,2
1,14
1,15
2,10
2,1
2,13
2,8
1,15
1,2
1,12
2,18
2,2
1,8
2,19
1,13
1,18
2,7
1,7
2,9
2,8
1,15
1,20
2,6
2,11
2,10
1,14
1,2
1,15
2,7
1,12
2,10
2,6
2,5
2,8
1,3
2,18
1,15
1,14
1,1
2,7
1,6
1,1
2,12
1,9
2,14
1,4
1,13
1,14
1,4
2,3
1,10
2,5
2,3
1,20
2,18
1,8
2,18
2,20
2,6
1,16
1,12
2,11
1,10
1,5
1,4
1,14
2,19
1,2
1,19
2,8
1,7
1,19
1,12
2,2
1,1
2,8
1,2
2,19
1,17
1,16
1,2
2,3
2,11
1,10
1,11
1,5
1,15
2,14
1,16
2,15
1,9
2,10
1,1
1,14
