9,326
1,7
1,11
2,8
2,18
1,16
1,7
2,20
1,12
1,6
1,6
1,1
1,13
1,11
1,5
2,19
2,20
1,18
2,16
2,8
2,4
2,18
1,3
1,5
2,14
1,6
1,7
1,20
1,15
1,10
1,2
2,4
2,19
2,7
1,4
1,15
2,4
1,16
2,6
2,11
1,20
1,1
1,7
2,3
2,17
1,10
2,11
2,7
2,17
1,1
2,1
1,2
2,20
2,20
1,16
2,12
1,19
1,19
1,20
1,12
2,3
1,3
2,17
2,1
2,15
1,20
1,4
2,5
1,16
2,9
1,19
2,6
2,19
2,9
1,6
2,20
1,8
1,2
2,19
1,18
1,8
2,1
2,5
1,6
2,12
1,7
1,7
2,5
2,17
1,5
2,11
2,5
2,8
1,10
2,1
2,16
1,7
2,14
1,14
2,17
2,12
2,8
2,15
2,3
2,8
2,14
1,10
1,6
2,6
2,2
1,13
2,4
2,7
2,11
1,20
1,8
1,9
2,16
2,7
1,12
1,18
2,18
1,17
