16,735
1,2
1,6
2,18
2,3
2,14
2,2
2,14
2,13
1,2
1,6
2,17
2,9
2,4
1,12
2,7
1,13
2,6
1,14
2,2
1,13
1,7
1,12
2,7
1,14
2,18
2,6
1,7
1,11
1,6
2,7
2,3
1,20
1,4
1,13
2,17
2,17
2,3
2,16
1,20
2,15
1,15
1,1
2,1
1,14
1,2
1,1
1,17
1,9
1,19
1,1
1,17
1,5
2,5
2,11
1,7
2,2
2,3
1,8
2,10
2,5
2,20
1,19
2,6
1,14
1,17
2,5
1,12
2,9
2,10
1,17
1,16
2,20
2,16
2,19
1,15
1,15
2,1
1,6
1,15
2,1
2,17
2,15
1,11
1,4
2,12
1,5
2,5
1,5
2,17
1,15
2,9
1,11
2,15
1,19
2,2
2,8
2,3
2,13
1,16
2,5
1,5
2,9
1,15
1,5
1,17
1,2
1,16
2,3
1,6
2,4
1,8
1,7
1,3
1,11
2,3
1,3
1,6
1,20
2,14
2,5
2,20
2,15
