12,408
1,14
1,3
2,9
2,13
2,2
2,13
2,2
2,10
2,11
2,20
2,3
2,1
2,16
1,14
1,16
2,14
1,6
1,5
2,14
1,5
1,6
2,17
2,17
1,12
1,20
2,15
2,13
2,16
1,4
1,14
1,10
2,19
2,11
1,20
1,6
1,10
1,7
2,18
2,7
1,1
1,20
2,7
2,17
2,17
2,12
2,14
1,12
1,9
2,2
1,15
2,12
1,2
1,1
2,12
1,19
1,13
2,4
1,7
1,17
2,15
1,17
1,2
2,11
2,14
1,12
2,6
1,1
1,19
2,7
1,15
1,6
2,12
1,8
1,12
2,1
2,9
2,6
1,13
1,6
2,7
2,16
2,19
1,13
1,20
1,11
1,5
1,4
2,20
1,6
2,18
1,4
2,10
2,16
1,7
2,14
1,17
2,8
2,16
2,17
2,13
2,5
2,4
2,12
1,1
2,15
2,11
2,6
2,5
2,13
1,13
2,8
2,9
1,15
1,11
2,11
2,14
2,11
1,11
1,15
1,5
1,11
2,10
