26,1249
1,3
1,18
2,12
1,5
2,2
2,11
1,7
1,2
2,15
2,18
1,2
1,12
1,3
1,9
1,4
1,4
2,3
2,2
1,17
2,14
1,14
2,8
2,16
1,10
2,19
1,14
1,1
1,3
2,9
2,8
1,13
1,1
1,4
2,17
2,5
2,8
1,16
2,19
2,6
1,19
1,8
1,17
2,6
1,2
2,11
2,5
2,13
2,2
2,5
2,5
1,4
1,4
1,20
1,6
2,9
2,14
1,11
2,10
1,14
1,3
2,19
1,7
2,17
1,8
2,13
1,18
2,7
2,1
2,14
2,11
1,5
2,5
2,6
2,16
1,14
2,11
2,11
1,10
1,7
2,15
1,18
2,5
1,12
1,9
1,9
1,1
2,20
1,19
2,3
2,10
1,15
1,7
1,11
1,11
1,3
2,1
1,5
1,10
2,5
2,4
1,1
2,15
2,5
2,4
1,5
1,11
2,19
2,15
2,11
2,2
1,1
2,11
1,17
1,18
2,18
1,7
1,6
2,11
1,4
2,20
1,12
1,13
