30,1319
2,15
1,12
1,10
1,18
1,1
2,15
1,12
2,7
1,6
2,6
2,3
1,20
1,11
1,4
2,19
2,18
2,11
1,7
2,1
2,11
1,1
2,15
2,5
1,20
1,15
1,11
1,8
1,20
1,7
2,12
1,16
1,18
2,17
2,6
2,2
2,13
2,6
2,13
1,13
1,10
1,10
2,2
1,10
2,16
2,10
1,16
2,18
2,3
2,10
1,3
2,11
1,14
1,20
2,6
1,7
2,19
2,1
1,15
2,4
2,19
1,17
1,1
2,6
1,9
2,20
1,12
2,12
1,18
2,10
1,19
1,18
1,20
2,11
2,2
1,19
1,7
2,20
2,9
1,5
1,9
2,6
1,10
2,20
1,16
1,3
1,17
1,10
1,6
2,19
1,12
1,15
2,18
2,3
2,11
2,14
2,4
1,20
1,2
1,1
1,5
2,10
1,15
1,10
1,17
1,14
2,9
2,1
2,3
1,3
1,13
1,17
2,2
2,15
1,19
1,18
1,4
1,18
2,18
2,17
2,14
1,11
1,16
