24,1079
2,5
2,3
2,5
2,19
1,1
2,16
2,10
1,9
1,9
1,5
2,20
1,16
1,7
1,19
1,4
1,6
2,2
1,20
1,16
1,3
1,1
1,9
2,14
2,7
1,10
1,4
1,15
2,4
1,17
1,14
2,15
1,10
1,8
2,10
1,9
1,13
1,10
1,1
1,9
1,7
2,19
1,20
2,11
1,1
1,15
1,19
1,6
1,11
2,6
2,14
2,10
2,19
2,5
2,14
2,15
1,7
1,17
2,1
1,16
2,5
1,12
1,9
1,10
1,7
2,9
2,12
2,1
1,3
1,13
2,13
2,3
2,13
2,11
2,12
2,7
2,17
2,17
1,5
2,19
2,20
1,15
1,19
2,19
2,9
1,3
1,5
2,12
1,6
2,9
1,11
1,11
2,13
1,4
2,8
1,4
2,6
2,9
2,5
1,10
1,7
2,16
2,8
1,14
1,18
1,3
2,19
1,8
1,8
1,6
1,14
2,12
1,11
1,17
2,15
2,12
1,8
1,20
1,4
2,15
1,6
2,9
1,5
