21,1029
1,20
1,5
2,13
1,1
1,9
2,3
2,4
1,20
1,12
1,18
2,18
2,1
1,4
1,20
1,4
2,14
1,11
2,14
2,19
1,7
1,19
1,14
1,1
1,3
2,20
1,5
1,15
2,1
1,19
2,3
2,17
1,2
2,14
1,3
2,13
1,14
1,10
1,7
1,11
2,17
1,5
1,12
1,7
2,13
2,17
1,19
1,1
1,11
1,4
1,20
2,12
2,5
1,3
1,19
2,2
1,14
2,19
2,4
1,5
2,15
2,2
2,11
2,15
1,11
1,1
1,16
1,11
1,1
2,17
2,13
1,4
2,17
2,18
1,8
1,5
1,14
1,18
2,6
2,6
2,20
2,15
1,19
2,14
1,1
1,7
1,2
2,16
1,13
2,20
2,8
2,4
2,20
1,3
1,20
2,13
1,9
2,18
1,3
1,13
2,20
1,19
1,4
1,19
1,16
1,14
2,10
2,14
1,16
1,18
2,17
2,12
1,18
1,17
1,7
1,16
1,9
2,16
1,17
2,1
1,15
2,14
1,8
