14,564
2,19
1,7
2,13
1,1
2,18
1,11
1,16
1,1
1,20
1,16
1,3
2,15
1,5
1,10
2,3
1,8
2,14
2,8
2,7
2,16
2,18
1,15
1,17
1,6
1,7
2,5
2,15
1,17
1,18
1,16
2,14
2,2
1,18
1,8
1,10
2,4
1,6
2,17
1,20
1,14
2,11
1,9
1,15
2,15
2,4
2,11
1,5
2,7
2,9
2,6
1,6
2,9
2,6
2,18
2,4
2,3
1,20
1,13
1,2
2,13
2,6
2,19
1,4
1,14
2,13
2,7
2,6
1,12
1,3
1,19
2,4
2,12
1,15
2,12
2,20
1,5
1,16
1,1
1,17
1,2
2,14
1,17
2,6
2,15
1,10
2,7
1,10
1,18
2,3
2,5
2,1
2,8
2,17
1,7
1,19
1,19
1,3
2,17
1,18
2,20
1,18
2,4
1,20
2,3
1,14
2,16
1,11
2,13
2,12
1,19
2,7
2,1
1,2
2,20
2,4
1,18
1,10
1,19
2,15
1,19
2,1
1,7
