10,331
2,1
1,4
2,4
2,13
2,13
1,20
1,4
2,8
2,13
2,6
1,17
2,12
2,7
2,7
1,1
1,12
1,12
2,19
2,9
2,11
1,13
2,9
1,5
1,1
2,14
1,7
2,17
2,16
1,8
2,20
2,13
2,16
1,9
2,11
1,6
2,3
1,19
2,6
2,8
2,3
2,7
2,4
1,3
2,7
1,20
1,4
2,9
2,20
2,14
2,17
1,17
2,6
2,15
2,17
1,11
1,19
2,15
2,4
1,14
1,19
2,14
1,12
1,4
1,14
1,4
2,10
2,19
2,1
2,20
1,12
1,13
2,2
1,19
2,7
2,6
2,6
1,17
2,13
2,7
1,7
1,16
1,13
1,12
2,1
1,4
1,1
2,14
1,4
1,19
2,16
1,9
2,20
1,17
1,20
1,13
2,14
1,1
2,4
2,18
1,8
1,10
2,17
1,3
1,20
2,7
1,12
2,4
2,19
1,3
1,18
2,20
1,9
2,6
1,16
1,3
2,18
1,16
1,20
2,13
2,14
2,20
2,17
