5,131
1,11
2,7
1,9
1,9
2,2
2,11
2,13
2,20
1,10
1,20
1,2
2,20
2,19
2,13
2,18
2,16
1,1
1,5
1,14
1,16
1,8
1,10
1,8
1,10
1,3
1,5
2,11
1,16
1,18
1,15
1,3
1,15
2,17
1,4
1,14
2,9
1,19
2,16
1,16
1,16
1,10
2,12
2,5
2,8
2,8
2,18
2,17
2,18
2,7
1,8
2,3
2,19
2,20
2,15
2,6
2,11
1,2
1,19
2,13
2,19
1,8
1,10
2,14
1,2
2,10
2,17
2,10
1,1
2,14
1,15
2,6
1,6
2,4
2,9
2,16
1,9
1,11
2,13
2,2
2,7
1,19
2,12
1,12
1,20
2,18
2,1
2,7
1,20
2,5
2,14
1,11
1,7
1,9
1,10
2,18
1,15
2,3
2,2
1,10
2,13
1,17
2,17
1,5
2,8
1,20
2,6
2,10
1,15
2,7
1,19
2,3
1,9
1,16
1,18
1,15
1,8
2,1
2,7
1,13
1,14
2,11
1,2
