11,343
2,14
2,3
1,10
1,4
1,3
1,11
2,7
2,12
2,8
2,14
2,7
2,17
2,13
2,14
2,10
2,7
1,4
2,6
1,2
2,17
1,19
2,17
2,3
1,11
1,18
2,19
1,13
2,1
1,11
1,1
1,5
1,5
1,13
2,4
1,17
1,11
1,20
2,12
2,15
1,10
1,11
1,18
1,4
2,17
2,12
1,16
1,8
1,12
2,17
2,14
1,17
2,3
2,4
2,19
1,4
2,5
2,16
2,20
2,6
1,18
2,1
1,11
1,1
1,5
2,8
1,18
1,15
1,15
1,13
1,19
2,11
1,17
1,3
1,9
1,10
2,2
2,17
2,11
1,1
2,3
1,20
1,3
1,10
1,20
2,3
1,5
2,16
1,11
1,16
1,18
2,11
2,10
1,12
2,7
2,9
2,2
1,11
2,2
1,6
2,6
1,11
1,15
1,11
1,4
2,4
1,8
1,10
2,13
1,1
1,3
2,11
1,11
2,17
1,11
1,17
1,19
2,15
2,9
2,9
2,6
1,20
1,8
