28,1272
1,20
1,11
1,9
1,20
1,5
1,9
1,17
2,13
2,15
1,2
1,2
2,8
2,13
2,14
2,17
1,17
1,18
2,16
1,12
1,3
2,13
1,1
1,4
1,9
2,6
2,15
2,7
1,2
2,10
2,11
2,1
2,8
1,13
2,18
1,19
1,8
2,5
1,10
1,17
1,9
2,6
1,13
2,18
1,13
2,20
1,19
2,9
2,1
2,19
2,12
2,12
2,4
2,4
1,5
1,19
2,15
1,1
1,1
2,18
2,19
2,9
1,16
2,19
2,5
1,14
1,20
1,17
1,8
1,8
2,17
1,17
2,19
2,4
2,13
2,15
1,11
2,7
2,19
1,5
1,17
2,15
2,11
1,13
2,16
1,16
1,1
1,15
1,10
1,19
1,12
2,10
2,12
1,6
1,17
1,19
2,1
1,2
1,7
2,10
2,7
2,3
1,1
2,1
2,4
1,15
2,2
1,18
1,8
2,17
1,19
1,3
2,3
2,14
1,14
1,7
2,19
2,19
1,5
2,5
2,17
1,19
1,16
