4,87
2,5
2,17
2,14
2,12
2,6
1,1
2,12
1,7
1,18
2,8
1,15
2,5
1,14
2,12
1,14
2,6
2,9
2,14
2,8
2,6
1,3
1,10
2,15
2,12
2,8
2,16
1,6
2,11
1,12
1,18
1,2
2,3
2,1
1,8
1,2
1,9
1,14
1,8
1,16
1,11
1,17
2,1
2,1
1,3
1,9
1,14
2,8
1,5
2,13
2,2
2,20
1,6
2,9
1,15
1,17
1,12
1,17
1,20
1,5
2,13
2,15
1,10
1,9
2,2
2,1
2,4
1,12
1,14
2,17
1,19
2,6
1,10
1,18
2,17
1,3
1,13
2,20
1,3
2,19
2,6
1,13
1,15
1,6
1,14
2,5
1,8
1,15
1,12
1,14
1,11
1,2
2,19
2,13
2,4
1,1
2,15
2,2
2,20
1,18
2,11
1,13
1,6
2,5
1,5
1,12
1,16
1,5
2,11
1,4
1,2
1,4
1,10
1,12
1,18
1,14
2,15
1,7
2,19
2,18
2,10
2,14
1,2
