17,808
2,19
1,9
1,5
1,10
1,7
1,8
2,5
2,19
1,17
1,17
1,12
1,12
2,3
1,3
2,10
1,2
1,15
1,9
2,1
1,5
2,18
1,17
1,8
2,8
2,14
2,16
1,4
2,16
2,8
1,16
1,11
2,16
2,9
2,3
1,16
1,3
2,2
2,1
2,13
1,10
2,4
1,17
1,20
1,13
2,3
2,9
1,18
1,13
1,13
2,6
2,13
1,16
2,13
2,10
1,17
2,14
1,16
1,10
2,13
1,11
1,8
1,8
2,3
2,12
1,12
2,7
2,7
2,1
2,3
1,17
1,13
2,7
1,15
1,4
2,3
2,7
2,10
2,15
1,15
1,5
2,9
2,20
2,10
2,10
2,16
2,15
2,7
1,8
1,5
2,2
1,4
1,6
2,7
2,6
1,1
2,6
1,11
2,11
1,20
2,19
1,8
1,16
1,11
2,20
2,19
2,6
2,18
1,3
2,9
2,1
1,18
2,19
1,4
2,5
2,14
2,7
1,4
2,10
1,18
1,10
1,16
2,13
