3,84
1,20
1,10
2,5
2,15
1,11
1,7
1,3
2,10
2,4
1,20
2,13
2,8
2,6
2,10
1,20
1,7
2,11
1,3
1,12
1,2
2,19
1,20
1,16
2,12
1,17
2,20
1,9
1,18
2,14
2,5
2,5
2,1
1,11
2,13
2,5
1,10
2,15
2,9
2,13
2,8
1,19
2,17
1,12
1,5
1,7
2,12
2,4
2,15
1,6
1,2
1,17
2,5
1,2
1,18
1,11
2,2
2,14
2,7
2,1
1,9
2,15
1,14
1,4
2,10
1,3
1,19
2,19
2,15
2,4
1,7
2,10
2,19
2,17
2,12
2,1
2,19
2,6
1,10
2,20
2,9
2,20
2,15
1,10
2,20
2,10
2,19
2,11
2,13
2,5
1,17
1,10
2,2
1,7
1,12
2,9
2,2
2,17
2,20
2,19
1,13
2,14
2,12
1,2
2,1
1,4
2,16
2,10
2,10
2,8
1,3
2,3
1,19
2,7
2,1
2,9
1,8
2,2
2,13
1,7
1,3
1,19
2,1
