18,898
1,17
2,19
1,19
2,16
2,2
2,12
1,13
2,20
2,13
2,20
1,5
2,11
2,1
2,2
1,13
1,11
1,6
1,4
2,3
2,8
2,8
1,15
1,18
2,13
1,10
2,1
2,2
2,14
1,3
1,11
2,18
1,6
1,16
1,18
2,7
2,20
2,2
2,11
1,15
2,9
2,1
1,19
2,15
1,19
1,19
1,20
1,8
2,17
1,19
2,3
2,6
2,4
2,6
2,6
1,15
1,2
2,17
1,20
1,9
1,9
2,3
1,6
1,2
2,7
2,16
1,11
2,18
2,3
2,4
1,13
1,10
1,15
2,4
2,9
1,15
2,17
1,1
2,6
2,9
1,9
2,3
1,8
1,9
1,14
2,14
2,8
2,3
1,8
1,11
1,9
1,15
2,7
1,13
2,20
2,19
2,17
1,3
1,7
1,8
2,13
2,16
2,17
1,4
1,14
2,6
2,1
2,18
1,1
2,8
2,1
1,8
1,15
1,12
2,4
2,19
1,15
2,16
2,10
2,10
2,5
2,3
1,3
