6,156
2,1
1,1
1,15
1,4
2,3
1,14
1,19
1,6
1,12
1,14
2,1
1,19
2,2
1,9
2,9
2,16
1,3
1,3
2,6
2,2
1,5
1,10
1,19
2,11
1,1
1,16
1,11
2,6
2,6
2,6
1,1
1,3
2,11
2,8
1,5
2,14
1,11
1,11
2,9
2,8
2,4
1,20
1,13
1,14
1,20
1,18
1,15
1,2
2,13
1,5
1,9
1,7
1,2
2,13
2,7
1,11
2,3
2,18
2,9
1,1
1,3
1,14
2,18
2,13
1,17
1,19
1,18
1,18
2,4
1,19
1,11
1,2
1,3
1,8
1,20
2,15
1,1
1,6
1,9
1,6
1,13
2,9
1,14
1,18
2,3
2,5
1,5
1,18
1,15
1,11
2,6
2,2
1,20
2,15
2,9
1,8
1,8
1,15
1,20
2,17
2,10
1,8
2,2
2,3
1,15
2,2
1,6
1,5
1,4
2,14
2,10
1,10
1,9
1,18
2,11
1,18
1,15
1,6
1,12
2,18
1,14
1,13
